param N_paletes := 49;  # 50 paletes
param N_niveis := 50;   # 50 niveis

param Palete: 
	1	2	3	4	:=
1	257	109	800	31
2	257	109	800	31
3	258	79	800	29
4	258	79	800	29
5	259	79	800	29
6	259	79	800	29
7	260	61	800	23
8	261	61	800	23
9	262	79	800	15
10	262	39	800	15
11	263	79	800	15
12	263	39	800	15
13	264	79	800	12
14	265	109	800	11
15	265	49	800	11
16	266	109	800	11
17	266	49	800	11
18	267	79	800	11
19	268	79	800	10
20	268	39	800	10
21	269	79	800	10
22	269	39	800	10
23	270	59	800	10
24	271	59	800	10
25	272	39	800	7
26	273	109	800	7
27	273	109	800	7
28	273	109	800	7
29	273	109	800	7
30	273	109	800	7
31	273	49	800	7
32	274	109	800	7
33	274	109	800	7
34	274	109	800	7
35	274	109	800	7
36	274	109	800	7
37	274	49	800	7
38	275	109	800	7
39	275	109	800	7
40	276	109	800	5
41	276	109	800	5
42	277	109	800	5
43	277	109	800	5
44	278	39	800	4
45	279	59	800	3
46	280	109	800	3
47	280	109	800	3
48	281	109	800	2
49	281	109	800	2	;


param Nivel:
	1	2	:=
1	1	3200
2	2	3200
3	3	3200
4	4	3200
5	5	3200
6	2	3200
7	3	3200
8	4	3200
9	5	3200
10	6	3200
11	3	3200
12	4	3200
13	5	3200
14	6	3200
15	7	3200
16	4	3200
17	5	3200
18	6	3200
19	7	3200
20	8	3200
21	5	3200
22	6	3200
23	7	3200
24	8	3200
25	9	3200
26	6	3200
27	7	3200
28	8	3200
29	9	3200
30	10	3200
31	7	3200
32	8	3200
33	9	3200
34	10	3200
35	11	3200
36	8	3200
37	9	3200
38	10	3200
39	11	3200
40	12	3200
41	9	3200
42	10	3200
43	11	3200
44	12	3200
45	13	3200
46	10	3200
47	11	3200
48	12	3200
49	13	3200
50	14	3200	;



